title,service,citation,dataDownload,description,license,organization,organization-long,source,short-description,subtitle,id
"Dams -- U.S. ","266","","","","U.S. Government Work","DOT","Department of Transportation","http://www.bts.gov/programs/geographic_information_services/","This map layer portrays major dams of the United States, including Puerto Rico and the U.S. Virgin Islands (NTAD 2015). The map layer was created by extracting dams 50 feet or more in height, or with a normal storage capacity of 5,000 acre-feet or more, or with a maximum storage capacity of 25,000 acre-feet or more, from the 79,777 dams in the U.S. Army Corps of Engineers National Inventory of Dams. This is a replacement for the April 1994 map layer.","USACE Major Dams",c188cfb1-9156-41f1-a163-b05354ca9138
"Palmer Hydrological Drought Index -- U.S.","191","Palmer, W.C., 1965: Meteorological drought. Research Paper No. 45. U.S. Weather Bureau. [NOAA Library and Information Services Division, Washington, D.C. 20852]","","","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","http://www.ncdc.noaa.gov/temp-and-precip/drought/historical-palmers/","Palmer Hydrological Drought Index measures hydrological impacts of drought (e.g., reservoir levels, groundwater levels, etc.) which take longer to develop and longer to recover from. This long-term drought index was developed to quantify these hydrological effects, and it responds more slowly to changing conditions than the PDSI.","NOAA NCEI Indices",c2d68582-09a8-4751-a6a1-431961599025
"Social Vulnerability Index (2006-2010) -- U.S. (New Jersey) ","310","","https://coast.noaa.gov/htdata/SocioEconomic/SoVI2010/SoVI_2010_NJ.zip","SoVI® is a valuable tool for policy makers and practitioners. It graphically illustrates the geographic variation in social vulnerability. It shows where there is uneven capacity for preparedness and response and where resources might be used most effectively to reduce the pre-existing vulnerability. SoVI® also is useful as an indicator in determining the differential recovery from disasters.The index synthesizes 27 socioeconomic variables, which the research literature suggests contribute to reduction in a community’s ability to prepare for, respond to, and recover from hazards. SoVI® data sources include primarily those from the United States Census Bureau.The data are compiled and processed by the Hazards and Vulnerability Research Institute at the University of South Carolina. The data are standardized and placed into a principal components analysis to reduce the initial set of variables into a smaller set of statistically optimized components. Adjustments are made to the components’ cardinality (positive (+) or negative (-)) to insure that positive component loadings are associated with increased vulnerability, and negative component loadings are associated with decreased vulnerability. Once the cardinalities of the components are determined, the components are added together to determine the numerical social vulnerability score for each county.SoVI® 2006-10 marks a change in the formulation of the SoVI® metric from earlier versions. New directions in the theory and practice of vulnerability science emphasize the constraints of family structure, language barriers, vehicle availability, medical disabilities, and healthcare access in the preparation for and response to disasters, thus necessitating the inclusion of such factors in SoVI®. Extensive testing of earlier conceptualizations of SoVI®, in addition to the introduction of the U.S. Census Bureau’s five-year American Community Survey (ACS) estimates, warrants changes to the SoVI® recipe, resulting in a more robust metric. These changes, pioneered with the ACS-based SoVI® 2005-09 carry over to SoVI® 2006-10, which combines the best data available from both the 2010 U.S. Decennial Census and five-year estimates from the 2006-2010 ACS. ","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","https://coast.noaa.gov/dataregistry/search/dataset/info/sovi","The Social Vulnerability Index (SoVI®) 2006-10 measures the social vulnerability of U.S. counties to environmental hazards. The index is a comparative metric that facilitates the examination of the differences in social vulnerability among counties. ","Social Vulnerability to Environmental Hazards ",c3613373-cc3f-4b28-a7b1-81c4ce98665e
"Social Vulnerability Index (2006-2010) -- U.S. (Virginia) ","318","","https://coast.noaa.gov/htdata/SocioEconomic/SoVI2010/SoVI_2010_VA.zip","SoVI® is a valuable tool for policy makers and practitioners. It graphically illustrates the geographic variation in social vulnerability. It shows where there is uneven capacity for preparedness and response and where resources might be used most effectively to reduce the pre-existing vulnerability. SoVI® also is useful as an indicator in determining the differential recovery from disasters.The index synthesizes 27 socioeconomic variables, which the research literature suggests contribute to reduction in a community’s ability to prepare for, respond to, and recover from hazards. SoVI® data sources include primarily those from the United States Census Bureau.The data are compiled and processed by the Hazards and Vulnerability Research Institute at the University of South Carolina. The data are standardized and placed into a principal components analysis to reduce the initial set of variables into a smaller set of statistically optimized components. Adjustments are made to the components’ cardinality (positive (+) or negative (-)) to insure that positive component loadings are associated with increased vulnerability, and negative component loadings are associated with decreased vulnerability. Once the cardinalities of the components are determined, the components are added together to determine the numerical social vulnerability score for each county.SoVI® 2006-10 marks a change in the formulation of the SoVI® metric from earlier versions. New directions in the theory and practice of vulnerability science emphasize the constraints of family structure, language barriers, vehicle availability, medical disabilities, and healthcare access in the preparation for and response to disasters, thus necessitating the inclusion of such factors in SoVI®. Extensive testing of earlier conceptualizations of SoVI®, in addition to the introduction of the U.S. Census Bureau’s five-year American Community Survey (ACS) estimates, warrants changes to the SoVI® recipe, resulting in a more robust metric. These changes, pioneered with the ACS-based SoVI® 2005-09 carry over to SoVI® 2006-10, which combines the best data available from both the 2010 U.S. Decennial Census and five-year estimates from the 2006-2010 ACS. ","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","https://coast.noaa.gov/dataregistry/search/dataset/info/sovi","The Social Vulnerability Index (SoVI®) 2006-10 measures the social vulnerability of U.S. counties to environmental hazards. The index is a comparative metric that facilitates the examination of the differences in social vulnerability among counties. ","Social Vulnerability to Environmental Hazards ",c507e111-33cf-48d2-bbaa-ab00fac98f73
"Monthly Outgoing Longwave Radiation (OLR) -- Global","161","","","The data set was derived using a multispectral HIRS OLR algorithm on the HIRS level 1b dataset from the TIROS-N to NOAA-19 series satellites with inter-satellite and radiance calibration adjustments employing an empirical diurnal model for the monthly mean derivation. The data file format is netCDF-4 with CF metadata, and it is accompanied by algorithm documentation, data flow diagram and source code for the NOAA CDR Program.","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","http://www.ncdc.noaa.gov/thredds/catalog.html?dataset=olr","This Climate Data Record (CDR) of monthly mean High Resolution Infrared Radiation Sounder (HIRS) Outgoing Longwave Radiation (OLR) flux at the top of the atmosphere in all sky conditions is on a 2.5 degree x 2.5 degree grid with global coverage from January 1979 to the present and continuing monthly. Grid dimensions are 144 x 72, with 10,368 total grids over the globe. ","NOAA Climate Data Record (CDR, Version 2.2-2)",c53af417-294d-47e8-9ca0-bd6d0c4ac80c
"Palmer Hydrological Drought Index -- U.S. (Divisional)","198","Palmer, W.C., 1965: Meteorological drought. Research Paper No. 45. U.S. Weather Bureau. [NOAA Library and Information Services Division, Washington, D.C. 20852]","","","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","http://www.ncdc.noaa.gov/temp-and-precip/drought/historical-palmers/","Palmer Hydrological Drought Index measures hydrological impacts of drought (e.g., reservoir levels, groundwater levels, etc.) which take longer to develop and longer to recover from. This long-term drought index was developed to quantify these hydrological effects, and it responds more slowly to changing conditions than the PDSI.","NOAA NCEI Indices",c7ad5f60-83ec-4e9b-a58e-761823b10770
"Cooling Degree Days - U.S. (Divisional)","199","","","Temperature data, however, are not readily available on a daily basis for climate divisions. Therefore, equations which relate the historical temperature of State climate divisions to nearby weather stations (which have temperature data accessible daily) are used to estimate climate division temperatures. ","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","http://www7.ncdc.noaa.gov/CDO/CDODivisionalSelect.jsp","Degree days are estimated for State climate divisions and then population weighted to more accurately reflect temperature-related energy consumption at the State, regional, and national levels","NOAA NCEI Indices",c98806b9-2db0-4a94-90f1-71ef61d71656
"Projected Annual Temperature and Precipitation -- U.S. (Sonoma County)","20003","L.E. Flint and A.L. Flint, 2014, California Basin Characterization Model: A Dataset of Historical and Future Hydrologic Response to Climate Change, U.S. Geological Survey Data Release, doi:10.5066/F76T0JPB","http://data1.pointblue.org:8080/thredds/catalog.html","California Climate Commons Metadata Record 1: http://climate.calcommons.org/sites/default/files/metadata/California_Basin_Characterization_Model_BCM_downscaled_climate_and_hydrology.xml ","U.S. Government Work","USGS","","http://climate.calcommons.org/article/featured-dataset-california-basin-characterization-model","Data are annual time series of historical precipitation and summer air temperature and 6 projected future climates.","USGS California Basin Characterization Model",c9a1753c-9bc5-4024-b4bd-dff9ec9044c1
"Border Crossings -- U.S. ","265","","","","U.S. Government Work","DOT","Department of Transportation","http://www.bts.gov/programs/geographic_information_services/","Border Crossing Ports (NTAD 2015) are points of entry for land modes along the U.S. - Canadian and U.S.- Mexcian borders. The ports of entry are located in 15 states along the U.S. borders. The nominal scale of the data set is 1:1000,000 with a maximal positional error of +- 10 meters.","Border Crossing Ports",cd61ff9a-a32e-4f94-b23a-4d9112bd532b
"USGS Land Cover (2011) -- U.S.","281","Homer, C.G., Dewitz, J.A., Yang, L., Jin, S., Danielson, P., Xian, G., Coulston, J., Herold, N.D., Wickham, J.D., and Megown, K., 2015, Completion of the 2011 National Land Cover Database for the conterminous United States-Representing a decade of land cover change information. Photogrammetric Engineering and Remote Sensing, v. 81, no. 5, p. 345-355","","As with two previous NLCD land cover products NLCD 2011 keeps the same 16-class land cover classification scheme that has been applied consistently across the United States at a spatial resolution of 30 meters. NLCD 2011 is based primarily on a decision-tree classification of circa 2011 Landsat satellite data. ","U.S. Government Work","USGS","U.S. Geological Survey","http://www.mrlc.gov/nlcd11_data.php","National Land Cover Database 2011 (NLCD 2011) is the most recent national land cover product created by the Multi-Resolution Land Characteristics (MRLC) Consortium. NLCD 2011 provides - for the first time - the capability to assess wall-to-wall, spatially explicit, national land cover changes and trends across the United States from 2001 to 2011. ","USGS National Land Cover Database",cdb17f19-b705-4fde-bf06-803033e2b3c0
"USGS Land Cover - Impervious Surface (2011) -- U.S. (Alaska)","282","Homer, C.G., Dewitz, J.A., Yang, L., Jin, S., Danielson, P., Xian, G., Coulston, J., Herold, N.D., Wickham, J.D., and Megown, K., 2015, Completion of the 2011 National Land Cover Database for the conterminous United States-Representing a decade of land cover change information. Photogrammetric Engineering and Remote Sensing, v. 81, no. 5, p. 345-356","","As with two previous NLCD land cover products NLCD 2011 keeps the same 16-class land cover classification scheme that has been applied consistently across the United States at a spatial resolution of 30 meters. NLCD 2011 is based primarily on a decision-tree classification of circa 2011 Landsat satellite data. ","U.S. Government Work","USGS","U.S. Geological Survey","http://www.mrlc.gov/nlcd11_data.php","National Land Cover Database 2011 (NLCD 2011) is the most recent national land cover product created by the Multi-Resolution Land Characteristics (MRLC) Consortium. NLCD 2011 provides - for the first time - the capability to assess wall-to-wall, spatially explicit, national land cover changes and trends across the United States from 2001 to 2011. ","USGS National Land Cover Database",d0283c7b-b40f-40cd-aae6-21886defe9d8
"Projected Number of Very High Water Flow Events -- U.S. (Russian River)","20002","L.E. Flint and A.L. Flint, 2014, California Basin Characterization Model: A Dataset of Historical and Future Hydrologic Response to Climate Change, U.S. Geological Survey Data Release, doi:10.5066/F76T0JPB","","Data are derived from the California Basin Characterization Model.\n\nCalifornia Climate Commons Metadata Record 1: http://climate.calcommons.org/sites/default/files/metadata/California_Basin_Characterization_Model_BCM_downscaled_climate_and_hydrology.xml","U.S. Government Work","USGS","","http://climate.calcommons.org/article/featured-dataset-california-basin-characterization-model","Data show the projected frequency of 3-day \"very high water flow events\" on the upper and lower Russian River","USGS California Basin Characterization Model",d172917b-3e34-4ed0-a55a-05eaf1abab53
" Social Vulnerability Index (2006-2010) -- U.S. (Alaska)","290","","https://coast.noaa.gov/htdata/SocioEconomic/SoVI2010/SoVI_2010_AK.zip","SoVI® is a valuable tool for policy makers and practitioners. It graphically illustrates the geographic variation in social vulnerability. It shows where there is uneven capacity for preparedness and response and where resources might be used most effectively to reduce the pre-existing vulnerability. SoVI® also is useful as an indicator in determining the differential recovery from disasters.The index synthesizes 27 socioeconomic variables, which the research literature suggests contribute to reduction in a community’s ability to prepare for, respond to, and recover from hazards. SoVI® data sources include primarily those from the United States Census Bureau.The data are compiled and processed by the Hazards and Vulnerability Research Institute at the University of South Carolina. The data are standardized and placed into a principal components analysis to reduce the initial set of variables into a smaller set of statistically optimized components. Adjustments are made to the components’ cardinality (positive (+) or negative (-)) to insure that positive component loadings are associated with increased vulnerability, and negative component loadings are associated with decreased vulnerability. Once the cardinalities of the components are determined, the components are added together to determine the numerical social vulnerability score for each county.SoVI® 2006-10 marks a change in the formulation of the SoVI® metric from earlier versions. New directions in the theory and practice of vulnerability science emphasize the constraints of family structure, language barriers, vehicle availability, medical disabilities, and healthcare access in the preparation for and response to disasters, thus necessitating the inclusion of such factors in SoVI®. Extensive testing of earlier conceptualizations of SoVI®, in addition to the introduction of the U.S. Census Bureau’s five-year American Community Survey (ACS) estimates, warrants changes to the SoVI® recipe, resulting in a more robust metric. These changes, pioneered with the ACS-based SoVI® 2005-09 carry over to SoVI® 2006-10, which combines the best data available from both the 2010 U.S. Decennial Census and five-year estimates from the 2006-2010 ACS. ","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","https://coast.noaa.gov/dataregistry/search/dataset/info/sovi","The Social Vulnerability Index (SoVI®) 2006-10 measures the social vulnerability of U.S. counties to environmental hazards. The index is a comparative metric that facilitates the examination of the differences in social vulnerability among counties. ","Social Vulnerability to Environmental Hazards ",d1ac066b-077c-4669-b7bb-aa3c1fdae553
"Social Vulnerability Index (2006-2010) -- U.S. (New York) ","311","","https://coast.noaa.gov/htdata/SocioEconomic/SoVI2010/SoVI_2010_NY.zip","SoVI® is a valuable tool for policy makers and practitioners. It graphically illustrates the geographic variation in social vulnerability. It shows where there is uneven capacity for preparedness and response and where resources might be used most effectively to reduce the pre-existing vulnerability. SoVI® also is useful as an indicator in determining the differential recovery from disasters.The index synthesizes 27 socioeconomic variables, which the research literature suggests contribute to reduction in a community’s ability to prepare for, respond to, and recover from hazards. SoVI® data sources include primarily those from the United States Census Bureau.The data are compiled and processed by the Hazards and Vulnerability Research Institute at the University of South Carolina. The data are standardized and placed into a principal components analysis to reduce the initial set of variables into a smaller set of statistically optimized components. Adjustments are made to the components’ cardinality (positive (+) or negative (-)) to insure that positive component loadings are associated with increased vulnerability, and negative component loadings are associated with decreased vulnerability. Once the cardinalities of the components are determined, the components are added together to determine the numerical social vulnerability score for each county.SoVI® 2006-10 marks a change in the formulation of the SoVI® metric from earlier versions. New directions in the theory and practice of vulnerability science emphasize the constraints of family structure, language barriers, vehicle availability, medical disabilities, and healthcare access in the preparation for and response to disasters, thus necessitating the inclusion of such factors in SoVI®. Extensive testing of earlier conceptualizations of SoVI®, in addition to the introduction of the U.S. Census Bureau’s five-year American Community Survey (ACS) estimates, warrants changes to the SoVI® recipe, resulting in a more robust metric. These changes, pioneered with the ACS-based SoVI® 2005-09 carry over to SoVI® 2006-10, which combines the best data available from both the 2010 U.S. Decennial Census and five-year estimates from the 2006-2010 ACS. ","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","https://coast.noaa.gov/dataregistry/search/dataset/info/sovi","The Social Vulnerability Index (SoVI®) 2006-10 measures the social vulnerability of U.S. counties to environmental hazards. The index is a comparative metric that facilitates the examination of the differences in social vulnerability among counties. ","Social Vulnerability to Environmental Hazards ",d239c23c-e88a-4569-a9cf-56ad019118f9
"USGS Land Cover (2006) -- U.S. ","285","Fry, J., Xian, G., Jin, S., Dewitz, J., Homer, C., Yang, L., Barnes, C., Herold, N., and Wickham, J., 2011. Completion of the 2006 National Land Cover Database for the Conterminous United States, PE&RS, Vol. 77(9):858-864. ","","NLCD 2006 is based primarily on a decision-tree classification of circa 2006 Landsat satellite data. NLCD 2006 also quantifies land cover change between the years 2001 to 2006. The NLCD2006 land cover change product was generated by comparing spectral characteristics of Landsat imagery between 2001 and 2006, on an individual path/row basis, using protocols to identify and label change based on the trajectory from NLCD 2001 products. ","U.S. Government Work","USGS","U.S. Geological Survey","http://www.mrlc.gov/nlcd06_data.php","National Land Cover Database 2006 (NLCD 2006) is a 16-class land cover classification scheme that has been applied consistently across the conterminous United States at a spatial resolution of 30 meters.","USGS National Land Cover Database",d267728c-1d03-4cb3-aea8-85df33973ec8
"Hourly Precipitation Data (1900-present) -- U.S. ","279","","","The primary source of data for this file is approximately 5,500 US National Weather Service (NWS), Federal Aviation Administration (FAA), and cooperative observer stations in the United States of America, Puerto Rico, the US Virgin Islands, and various Pacific Islands. The earliest data dates vary considerably by state and region: Maine, Pennsylvania, and Texas have data since 1900. The western Pacific region that includes Guam, American Samoa, Marshall Islands, Micronesia, and Palau have data since 1978. Other states and regions have earliest dates between those extremes. The latest data in all states and regions is from the present day. The major parameter in DSI-3240 is precipitation amounts, which are measurements of hourly or daily precipitation accumulation. Accumulation was for longer periods of time if for any reason the rain gauge was out of service or no observer was present. DSI 3240_01 contains data grouped by state; DSI 3240_02 contains data grouped by year.","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","http://gis.ncdc.noaa.gov/all-records/catalog/search/resource/details.page?id=gov.noaa.ncdc:C00313","Hourly Precipitation Data (HPD) is digital data set DSI-3240, archived at the National Climatic Data Center (NCDC).","NOAA NCEI Hourly Precipitation Data ",d3c8ecc1-069c-4d6e-bb30-a5ec8fcec3b5
"Projected Increase in Maximum Monthly Summer Air Temperature -- U.S. (Sonoma County)","20001","L.E. Flint and A.L. Flint, 2014, California Basin Characterization Model: A Dataset of Historical and Future Hydrologic Response to Climate Change, U.S. Geological Survey Data Release, doi:10.5066/F76T0JPB","http://data1.pointblue.org:8080/thredds/catalog.html","California Climate Commons Metadata Record 1: http://climate.calcommons.org/sites/default/files/metadata/California_Basin_Characterization_Model_BCM_downscaled_climate_and_hydrology.xml ","U.S. Government Work","USGS","","http://climate.calcommons.org/article/featured-dataset-california-basin-characterization-model","Data are maps of maximum monthly summer air temperature in ºF for 30-year periods 1951-1980, 1980-2010, 2010-2039, 2040-2069, and 2070-2099 assuming continued increases in global emissions (RCP 8.5) for National Center for Atmospheric Research model CCSM4.","USGS California Basin Characterization Model",d6472fd7-9fb1-4af4-8267-a6bc2220e76a
"Travel Monitoring Analysis System (TMAS) -- U.S.","276","","","Location referencing information was derived from State Offices of Transportation. The attributes on the point elements of the database are used by FHWA for its Travel Monitoring and Analysis System and by State DOTs. The attributes for these databases have been intentionally limited to location referencing attributes since the core station description attribute data are contained within the Station Description Tables (SDT). There is a separate Station Description Table (SDT) for each of the station types. The attributes in the Station Description Table correspond with the Station Description Record found in Chapter 6 of the 2001 Traffic Monitoring Guide. The SDT contains the most recent stations available for each state and station type. This table was derived from files provided UTCTR by FHWA. The Station Description Table can be linked to the station shapefile via the STNNKEY field.","U.S. Government Work","FHWA","Department of Transportation","http://www.bts.gov/programs/geographic_information_services/","The data included in the GIS Traffic Stations Version database have been collected by the FHWA from the State DOTs (NTAD 2015). ","",dc693033-e4e7-4292-bd4a-75110a781237
"Amtrak Rail Lines -- U.S. ","264","","","","U.S. Government Work","DOT","Department of Transportation","http://www.bts.gov/programs/geographic_information_services/","The Rail Network (NTAD 2015) is a comprehensive database of the nation's railway system at 1:24,000 to 1:100,000 scale. The data set covers all 50 States plus the District of Columbia.","FRA Railway System",dd05ea9c-06e6-4efa-9d2e-ac7f15e78af0
"World Database on Protected Areas -- Global","10018","IUCN and UNEP-WCMC (2016), The World Database on Protected Areas (WDPA) [On-line], Cambridge, UK: UNEP-WCMC.","","The World Database on Protected Areas (WDPA) is the most comprehensive global spatial data set on marine and terrestrial protected areas available. Protected area data are provided via Protected Planet, the online interface for the World Database on Protected Areas (WDPA). The WDPA is a joint initiative of the IUCN and UNEP-WCMC to compile spatially referenced information about protected areas.","All Rights Reserved","IUCN & UNEP-WCMC","","https://www.protectedplanet.net","","Protected Planet",de452a4c-a55c-464d-9037-8c3e9fe48365
"Social Vulnerability Index (2006-2010) -- U.S. (Maine) ","304","","https://coast.noaa.gov/htdata/SocioEconomic/SoVI2010/SoVI_2010_ME.zip","SoVI® is a valuable tool for policy makers and practitioners. It graphically illustrates the geographic variation in social vulnerability. It shows where there is uneven capacity for preparedness and response and where resources might be used most effectively to reduce the pre-existing vulnerability. SoVI® also is useful as an indicator in determining the differential recovery from disasters.The index synthesizes 27 socioeconomic variables, which the research literature suggests contribute to reduction in a community’s ability to prepare for, respond to, and recover from hazards. SoVI® data sources include primarily those from the United States Census Bureau.The data are compiled and processed by the Hazards and Vulnerability Research Institute at the University of South Carolina. The data are standardized and placed into a principal components analysis to reduce the initial set of variables into a smaller set of statistically optimized components. Adjustments are made to the components’ cardinality (positive (+) or negative (-)) to insure that positive component loadings are associated with increased vulnerability, and negative component loadings are associated with decreased vulnerability. Once the cardinalities of the components are determined, the components are added together to determine the numerical social vulnerability score for each county.SoVI® 2006-10 marks a change in the formulation of the SoVI® metric from earlier versions. New directions in the theory and practice of vulnerability science emphasize the constraints of family structure, language barriers, vehicle availability, medical disabilities, and healthcare access in the preparation for and response to disasters, thus necessitating the inclusion of such factors in SoVI®. Extensive testing of earlier conceptualizations of SoVI®, in addition to the introduction of the U.S. Census Bureau’s five-year American Community Survey (ACS) estimates, warrants changes to the SoVI® recipe, resulting in a more robust metric. These changes, pioneered with the ACS-based SoVI® 2005-09 carry over to SoVI® 2006-10, which combines the best data available from both the 2010 U.S. Decennial Census and five-year estimates from the 2006-2010 ACS. ","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","https://coast.noaa.gov/dataregistry/search/dataset/info/sovi","The Social Vulnerability Index (SoVI®) 2006-10 measures the social vulnerability of U.S. counties to environmental hazards. The index is a comparative metric that facilitates the examination of the differences in social vulnerability among counties. ","Social Vulnerability to Environmental Hazards ",de717628-329c-42bf-83cd-3825dc730c90
"Temperature Maximum -- U.S. (Divisional)","196","","","","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","https://www.ncdc.noaa.gov/temp-and-precip/us-maps/","Current, 3-Month, 6-Month, 12-Month, Year-to-Date Regional Temperature Rank Maps","NOAA NCEI Indices",e1cc6cd9-3239-40c1-8841-ceb3335aa101
"USGS Land Cover (2001) -- U.S. (Puerto Rico)","289","Homer, C., Dewitz, J., Fry, J., Coan, M., Hossain, N., Larson, C., Herold, N., McKerrow, A., VanDriel, J.N., and Wickham, J. 2007. Completion of the 2001 National Land Cover Database for the Conterminous United States. Photogrammetric Engineering and Remote Sensing, Vol. 73, No. 4, pp 337-341. ","","NLCD 2001 is based primarily on a decision-tree classification of circa 2001 Landsat satellite data. NLCD 2001 improves on NLCD92 in that it is comprised of three different elements: land cover, percent developed impervious surface and percent tree canopy density. NLCD 2001 also uses improved classification algorithms, which have resulted in data with more precise rendering of spatial boundaries between the land cover classes.","U.S. Government Work","USGS","U.S. Geological Survey","http://www.mrlc.gov/nlcd01_data.php","National Land Cover Database 2001 (NLCD 2001) is a 16-class (additional four classes in Alaska only) land cover classification scheme that has been applied consistently across all 50 United States and Puerto Rico at a spatial resolution of 30 meters.","USGS National Land Cover Database ",e4ead146-c9d5-4a2a-b9ce-cef1108b8bff
"Social Vulnerability Index (2006-2010) -- U.S. (South Carolina)","316","","https://coast.noaa.gov/htdata/SocioEconomic/SoVI2010/SoVI_2010_SC.zip","SoVI® is a valuable tool for policy makers and practitioners. It graphically illustrates the geographic variation in social vulnerability. It shows where there is uneven capacity for preparedness and response and where resources might be used most effectively to reduce the pre-existing vulnerability. SoVI® also is useful as an indicator in determining the differential recovery from disasters.The index synthesizes 27 socioeconomic variables, which the research literature suggests contribute to reduction in a community’s ability to prepare for, respond to, and recover from hazards. SoVI® data sources include primarily those from the United States Census Bureau.The data are compiled and processed by the Hazards and Vulnerability Research Institute at the University of South Carolina. The data are standardized and placed into a principal components analysis to reduce the initial set of variables into a smaller set of statistically optimized components. Adjustments are made to the components’ cardinality (positive (+) or negative (-)) to insure that positive component loadings are associated with increased vulnerability, and negative component loadings are associated with decreased vulnerability. Once the cardinalities of the components are determined, the components are added together to determine the numerical social vulnerability score for each county.SoVI® 2006-10 marks a change in the formulation of the SoVI® metric from earlier versions. New directions in the theory and practice of vulnerability science emphasize the constraints of family structure, language barriers, vehicle availability, medical disabilities, and healthcare access in the preparation for and response to disasters, thus necessitating the inclusion of such factors in SoVI®. Extensive testing of earlier conceptualizations of SoVI®, in addition to the introduction of the U.S. Census Bureau’s five-year American Community Survey (ACS) estimates, warrants changes to the SoVI® recipe, resulting in a more robust metric. These changes, pioneered with the ACS-based SoVI® 2005-09 carry over to SoVI® 2006-10, which combines the best data available from both the 2010 U.S. Decennial Census and five-year estimates from the 2006-2010 ACS. ","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","https://coast.noaa.gov/dataregistry/search/dataset/info/sovi","The Social Vulnerability Index (SoVI®) 2006-10 measures the social vulnerability of U.S. counties to environmental hazards. The index is a comparative metric that facilitates the examination of the differences in social vulnerability among counties. ","Social Vulnerability to Environmental Hazards ",e5bfea74-2e66-4734-a7ef-bf1ba9d1a33e
"Natural Land Cover - Water as Foreground (2006) -- U.S. ","122","","","EnviroAtlas (https://www.epa.gov/enviroatlas) allows the user to interact with a web-based, easy-to-use, mapping application to view and analyze multiple ecosystem services for the contiguous United States. The dataset is available as downloadable data (https://edg.epa.gov/data/Public/ORD/EnviroAtlas) or as an EnviroAtlas map service. Additional descriptive information about each attribute in this dataset can be found in its associated EnviroAtlas Fact Sheet (https://www.epa.gov/enviroatlas/enviroatlas-fact-sheets).","U.S. Government Work","EPA","U.S. Environmental Protection Agency","https://edg.epa.gov/data/Public/ORD/EnviroAtlas/National","This EnviroAtlas dataset categorizes land cover into structural elements (e.g. core, edge, connector, etc.). Water is treated as foreground in this dataset. This dataset was produced by the US EPA to support research and online mapping activities related to EnviroAtlas.","EnviroAtlas Landcover",ef4b94fe-3804-43c6-9f91-65a83356a68d
"15 minute Precipitation Data -- U.S. ","277","","","The primary source of data for this file is approximately 2,000 mostly U.S. weather stations operated or managed by the U.S. National Weather Service. Stations are primary, secondary, or cooperative observer sites that have the capability to measure precipitation at 15 minute intervals. This dataset contains 15-minute precipitation data (reported 4 times per hour, if precip occurs) for U.S. stations along with selected non-U.S. stations in U.S. territories and associated nations. It includes major city locations and many small town locations. Daily total precipitation is also included as part of the data record. NCDC has in archive data from most states as far back as 1970 or 1971, and continuing to the present day. The major parameter is precipitation amounts at 15 minute intervals, when precipitation actually occurs.","U.S. Government Work","NOAA","National Oceanic and Atmospheric Administration, Department of Commerce","http://gis.ncdc.noaa.gov/all-records/catalog/search/resource/details.page?id=gov.noaa.ncdc:C00505","U.S. 15 Minute Precipitation Data is digital data set DSI-3260, archived at the National Climatic Data Center (NCDC). ","NOAA NCEI 15-Minute Precipitation Data",f181444d-10d1-40dd-a053-761904b8a67a
